cid,rat_vi,smiles
202524,35.0,CCOC(=O)c1cncn1C(C)c1ccccc1.Cl
202539,134.0,CCCCSCCSP(=S)(OCC)OCC
202624,30.0,COc1ccc(C(C)CN)cc1.Cl
202626,40.0,COc1cccc(C(C)CN)c1.Cl
202647,26.0,c1ccc2c(C(CCN3CCOCC3)CCN3CCOCC3)cccc2c1
202667,50.0,COc1ccc(OC)c(C(C)CN)c1.Cl
202802,43.0,Cc1ncc(CS)c(CS)c1O.Cl
202853,240.0,CC1(C)N=C(N)N=C(N)N1c1ccc(Sc2ccc([N+](=O)[O-])cc2)cc1.Cl
202879,30.0,O.O.O.O.O.O.O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Tb+3]
203049,137.0,C[N+](C)(C)CCC[N+]1(C)CC2C3C=CC(CC3)C2C1.[I-].[I-]
203079,176.0,C[N+]1(CC[N+]2(C)CC3C4C=CC(CC4)C3C2)CCCC1.[I-].[I-]
203081,9.0,O.O.O.O.O.O.O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Sm+3]
203097,30.0,O.O.O.O.O.O.O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Yb+3]
203308,100.0,CCC1(CC)CC(=O)NC(=O)C1
203449,21.0,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC)C1OC.Cl
204494,6.0,O.O.O.O.O.O.O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Nd+3]
204760,24.0,CC(C)NCC(O)COC(Cc1ccccc1)Cc1ccccc1.Cl
204874,830.0,CC(C)CCNCCCCCN.Cl.Cl
204881,61.0,CCCCCCCCCCCCCCN(CC)C(C)(CO)CO.Cl
205065,12.0,CCCCNc1ccc(C(=O)OCCN(C)C)c(O)c1.Cl
205806,8e-06,NC1=NC(O)C2C3OC4(O)OC(C(O)C2(N1)C4O)C3(O)CO.O=C(O)CC(O)(CC(=O)O)C(=O)O
205892,300.0,CC1(C)N=C(N)N=C(N)N1c1ccc(Sc2ccc(N3C(N)=NC(N)=NC3(C)C)cc2)cc1.Cl.Cl
206072,70.0,CC(O)c1cc(N)cc(C(F)(F)F)c1
206290,4.4,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)[N+]3(CC(O)CN2CCCC2)C1O
206291,9.0,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)[N+]3(CC(O)CN2CCCCC2)C1O
206292,4.6000000000000005,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)[N+]3(CC(O)CN2CCOCC2)C1O
206363,15000.0,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)N(C)CC(=O)O)c1I
206364,15000.0,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)NC(C(=O)O)C(C)O)c1I
206365,7500.0,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)NC(CO)C(=O)O)c1I
206638,175.0,C[S+](C)CCCCCC[S+](C)C.[Br-].[Br-]
207304,42.1,CCC(C)C(CC)(C(=O)OCCN(CC)CC)c1ccccc1.Cl
207344,310.0,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2c(I)c(I)c(I)c(I)c21
207591,199.0,CCOC(=O)C1=CN(C)C2CCCC(C)N2C1=O
207670,6.7700000000000005,CC[N+](C)(CC)CCOC(=O)C(c1ccccc1)c1cccc(OC)c1.[Br-]
207894,88.0,CC(C)NCC(O)COc1ccc(NC(N)=O)cc1
208414,860.0,CCOC(=O)c1cnc2n(c1=O)C(C)CCC2
208415,2001.0,CC1CCCc2ncc(C(=O)O)c(=O)n21
208416,582.0,Cc1cccc2ncc(C(=O)O)c(=O)n12
208417,140.0,CC1CCCc2nccc(=O)n21
208445,3.9,CN(C)CC(Cl)c1ccccc1.Cl
208770,40.0,CCCCOCC(O)CN(CC)CC
209258,30.0,O.O.O.O.O.O.O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Gd+3]
209621,132.0,Cc1nsc(S(=O)(=O)c2ccc(Cl)cc2)n1
209622,340.0,Cc1ccc(S(=O)(=O)c2nc(C)ns2)cc1
209757,93.0,Cc1cc(CCN2CCN(c3cccc(Cl)c3)CC2)n[nH]1.Cl.Cl
211041,67.7,CC(CCc1ccccc1)NC(C)C(O)c1cc(Br)c(O)c(Br)c1.Cl
211241,1480.0,CC(=O)Nc1c(I)cc(I)c(OCCOC(C)C(=O)O)c1I
211260,45.0,CC1(C)CCOC(=O)C1
211329,26.0,CCN(CC)CCOc1ccccc1C(=O)CCc1ccccc1C.Cl
211331,60.0,CCN(CC)CCOc1ccccc1C(=O)CCc1ccc(C)cc1.Cl
211333,52.0,CCc1ccc(CCC(=O)c2ccccc2OCCN(CC)CC)cc1.Cl
211335,60.0,CCN(CC)CCOc1ccccc1C(=O)CCc1ccc(C(C)(C)C)cc1.Cl
211337,61.0,CCN(CC)CCOc1ccccc1C(=O)CCc1cccc(C)c1.Cl
211448,37.0,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccn1.Cl
211486,13.5,CCN1CCCC1CNC(=O)c1cc(Cl)cc(Cl)c1OCc1ccccc1
211487,14.5,CCN(CC)CCNC(=O)c1cc(Cl)cc(Cl)c1OCc1ccccc1
212076,32.0,Cc1ccccc1OCC(O)CN1C(C)(C)CCC1(C)C.Cl
212124,15.0,COc1cccc(CNc2nc(-c3ccccc3)cs2)c1OC
212125,75.0,COc1ccc(CNc2nc(-c3ccccc3)cs2)cc1OC
212293,150.0,COc1cc(CNc2nc(-c3ccccc3)cs2)cc(OC)c1OC
212296,175.0,COc1ccc(CNc2nc(-c3ccccc3)cs2)c(OC)c1
212754,12.6,C[N+](C)(C)CCOc1nsc2ccccc12.[I-]
214004,190.0,CNC(=O)c1ccc(OCC(O)CNC(C)C)cc1
214008,347.0,CC(C)NC(C)Cn1cnc2c1c(=O)n(C)c(=O)n2C.Cl
214167,12.7,CCOP(=O)(OCC)SCC(C)SCC
214461,80.0,CC(C)NCC(O)COC(C)c1ccccc1.O=C(O)C(=O)O
214464,38.0,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1.Cl
214560,463.0,CCCOC(=O)c1cnc2n(c1=O)C(C)CCC2
214561,66.0,CCCCOC(=O)c1cnc2n(c1=O)C(C)CCC2
214562,76.0,COC(=O)c1cnc2cccc(C)n2c1=O
214563,1376.0,CC1CCCc2n1c(=O)cc[n+]2C.COS(=O)(=O)[O-]
214565,1719.0,CC1CCCc2n1c(=O)c(C(=O)O)c[n+]2C.COS(=O)(=O)[O-]
214567,177.0,CCCOC(=O)c1c[n+](C)c2n(c1=O)C(C)CCC2.COS(=O)(=O)[O-]
214569,226.0,CC(C)OC(=O)c1c[n+](C)c2n(c1=O)C(C)CCC2.COS(=O)(=O)[O-]
214571,82.0,CCCCOC(=O)c1c[n+](C)c2n(c1=O)C(C)CCC2.COS(=O)(=O)[O-]
214582,320.0,CC1CCCc2n1c(=O)c(C(N)=O)c[n+]2C.COS(=O)(=O)[O-]
214584,499.0,CCOC(=O)C1=CN(C(C)=O)C2CCCC(C)N2C1=O
214585,153.0,CCOC(=O)C1=CN(C(=O)CC)C2CCCC(C)N2C1=O
214588,1101.0,CCOC(=O)C1CN(C)C2CCCC(C)N2C1=O
214792,45.0,Clc1ccc(CC2CCC3CCCCN3C2)cc1.O=C(O)C(O)C(O)C(=O)O
214809,172.0,CC(C)NCC(O)COc1ccc(C(N)=O)cc1
215160,18.0,CC(C)CNCC(O)COC(Cc1ccccc1)Cc1ccccc1.Cl
215162,21.0,CCN(CC)CC(O)COC(Cc1ccccc1)Cc1ccccc1.O=C(O)C(=O)O
215164,13.0,Cl.OC(CNC1CCCCC1)COC(Cc1ccccc1)Cc1ccccc1
215166,16.0,CCCCN(CCCC)CC(O)COC(Cc1ccccc1)Cc1ccccc1.O=C(O)C(=O)O
215168,16.0,CCCCNCC(O)COC(Cc1ccccc1)Cc1ccccc1.Cl
215170,19.0,Cl.OC(COC(Cc1ccccc1)Cc1ccccc1)CN1CCCC1
215172,29.0,CCCNCC(O)COC(Cc1ccccc1)Cc1ccccc1.Cl
215174,46.0,CN(C)CC(O)COC(Cc1ccccc1)Cc1ccccc1.O=C(O)C(=O)O
215176,53.0,CNCC(O)COC(Cc1ccccc1)Cc1ccccc1.O=C(O)C(=O)O
215187,300.0,CCCCOCC(O)CN1CCOCC1
215459,135.0,CCOC(=O)c1c[n+](CC)c2n(c1=O)C(C)CCC2
215463,30.0,O.O.O.O.O.O.O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Dy+3]
215826,97.0,CCCCC(=O)N(CCO)CC1C2CCC(C2)C1C
215827,60.0,CC1C2CCC(C2)C1CN(CCO)C(=O)c1ccccc1
215829,81.0,COc1ccc(C(=O)N(CCO)CC2C3CCC(C3)C2C)cc1
215831,49.0,CC1C2CCC(C2)C1CNCCOC(=O)c1ccc([N+](=O)[O-])cc1.Cl
215833,28.0,COc1ccc(C(=O)OCCNCC2C3CCC(C3)C2C)cc1.Cl
215835,29.0,CC1C2CCC(C2)C1CNCCOC(=O)c1ccc(Cl)cc1.Cl
215886,39.8,CCN(CC)CCOC(=O)C(c1ccccc1)c1cccc(OC)c1
215995,60.0,CN(C)CCCN1c2ccccc2Oc2ccccc21.Cl
216207,11500.0,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c1I.CC(=O)Nc1c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c1I.CNCC(O)C(O)C(O)C(O)CO.NCCO
216336,103.0,CN(CCCn1cnc2c1c(=O)n(C)c(=O)n2C)C1CCCCC1.Cl
216340,116.0,CN(CCn1cnc2c1c(=O)n(C)c(=O)n2C)c1ccccc1
216341,102.0,CN(CCCn1cnc2c1c(=O)n(C)c(=O)n2C)c1ccccc1
216843,1000.0,CS(=O)(=O)OCCCNP1(=O)OCCCN1CCCl
216848,600.0,CS(=O)(=O)OCCN1CCCOP1(=O)NCCCl
216849,800.0,CC1(C)COP(=O)(NCCOS(C)(=O)=O)N(CCCl)C1
216850,125.0,CCS(=O)(=O)OCCNP1(=O)OCCCN1CCCl
216851,336.0,CC1CCN(CCCl)P(=O)(NCCOS(C)(=O)=O)O1
216855,165.0,CCCCCS(=O)(=O)OCCNP1(=O)OCCCN1CCCl
216856,800.0,CS(=O)(=O)OCCCN1CCCOP1(=O)NCCCl
217348,65.0,CNC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1
217349,74.0,CCNC(=O)Nc1ccc(OCC(O)CNC(C)(C)C)cc1
217350,45.0,CC(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1
217351,71.0,CNC(=O)Nc1ccc(OCC(O)CNC(C)(C)C)cc1
217352,35.0,O=C(Nc1ccc(OCC(O)CNC2CCCCC2)cc1)NC1CCCCC1
217353,37.0,CCC(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1
217355,33.0,O=C(Nc1ccc(OCC(O)CNC2CCCC2)cc1)NC1CCCCC1
217383,44.0,CCCCCCNC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1
217404,15.0,CC(C)[Sn](Cl)(Cl)C(C)C
217615,0.623,C[N+](C)(C)CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[I-].[I-]
217767,58.0,Cl.NC1CCC(c2ccccc2)(c2ccccc2)C1
217783,58.0,CCNC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1
217784,42.0,CCCCNC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1
218465,31.3,O=C(O)CC(O)(CC(=O)O)C(=O)O.OC(CN1CCCCC1)c1cc(-c2ccccc2)on1.OC(CN1CCCCC1)c1cc(-c2ccccc2)on1
218514,12.5,CCN(CCOS(C)(=O)=O)P1(=O)OCCCN1CCCl
218515,421.0,CC(CNP1(=O)OCCCN1CCCl)OS(C)(=O)=O
220401,1.7,CNC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21
234105,2.5,COc1cc2c(c(OC)c1OC)-c1ccc(O)c(=O)cc1C(NC(C)=O)CC2
246845,32.0,COc1cc2c3c(c4ccc(OC)c(OC)c4c2cc1OC)CN1CCCC1C3
247704,0.8,CNCC(O)c1ccc(O)c(O)c1
251643,140.0,CCNNC(=O)C1C(c2cc(OC)c(OC)c(OC)c2)c2cc3c(cc2C(O)C1CO)OCO3
253602,167.0,COc1ccc(CC2NCC(O)C2OC(C)=O)cc1
327732,136.0,NC(N)=NCC1CCCCCCN1.O=S(=O)(O)O
363687,1260.0,CCC(CO)Nc1nc2c(c(=O)n(C)c(=O)n2C)n1CCO
439243,49.0,CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(CN)=CCC3N)C2O)OCC1(C)O.CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(CN)=CCC3N)C2O)OCC1(C)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O
439260,0.1,NCC(O)c1ccc(O)c(O)c1
439280,27.0,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O
439302,2.275,CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC1=O
439318,141.0,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O
439369,200.0,CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)CO)OC(CO)C(O)C1O
439501,14.0,CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O
439527,80.0,CC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C=O)CCCN=C(N)N
440907,8.2,CC(=O)OC1C2OC2C2=CC(=O)C3(CC2(C)C1C)OC3(C)C=O
440917,110.0,C=C(C)C1CC=C(C)CC1
441071,0.582,O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46
441074,23.0,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12
441130,2850.0,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12
441140,400.0,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O
441199,8580.0,COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC21
441207,3.9,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O
441236,35.0,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21.CC(CN(C)C)CN1c2ccccc2Sc2ccccc21.O=C(O)C(O)C(O)C(=O)O
441242,5500.0,COC1(NC(=O)C(C(=O)[O-])c2ccc(O)cc2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)COC21.[Na+].[Na+]
441278,21.0,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C
441306,25.2,CCNC1CC(N)C(OC2OC(CN)=CCC2N)C(O)C1OC1OCC(C)(O)C(NC)C1O
441307,103.0,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1.Cl
441308,90.0,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)C(O)C(O)C(=O)O
441313,323.0,CC(C)(C)N.CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC
441325,170.0,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl
441326,55.0,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.O=S(=O)(O)O
441341,5000.0,CCC(C(N)=O)N1CCCC1=O
441345,25.0,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O.Cl
441358,13.0,CNCCC=C1c2ccccc2CCc2ccccc21.Cl
441374,225.0,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O.O=S(=O)(O)O
441375,181.0,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O.O=S(=O)(O)O
441398,176.0,CCOC(=O)OC(C)OC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C.Cl
441406,632.0,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+]
441414,3.427,CC(N)C(O)c1cccc(O)c1.O=C(O)C(O)C(O)C(=O)O
441415,25.0,CC(C)(C)[NH2+]CC(O)COc1cccc2c1CCCC2=O.[Cl-]
441852,15.2,CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O
441853,20.0,COC1CC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OC(C)C1O
441859,21.0,CC1OC(OC2CCC3(C=O)C4CCC5(C)C(c6ccc(=O)oc6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O
441860,54.0,CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)CC(O)C1O
441870,15.5,CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O
441975,24.0,COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5ccccc45)C3CC12
442872,15.1,O=C1C=C2C=CC3CC2(O1)C1CCCCN31
443385,321.0,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(OP(=O)(O)O)C(O)C2O)N(C)C1
443629,7200.0,OCC1=CC(NC2CC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O
443753,830.0,CC(C)(CO)C(O)C(=O)NCCC(=O)[O-].CC(C)(CO)C(O)C(=O)NCCC(=O)[O-].[Ca+2]
443831,1.6,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O
443866,372.0,Cc1cccn2c(=O)c(-c3nnn[n-]3)cnc12.[K+]
443867,100.0,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12.Cl
443868,5.1000000000000005,COC(=O)C1=C(C)NC(C)=C(C(=O)OC2CCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1.Cl
443939,12.51,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1.Cl
443945,22.0,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21.Cl
443946,4.8,COC1C(O)CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC1C
443949,203.0,Cl.O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1
443955,32.0,CCOC(=O)C1=CC2(CC)CCCN3CCc4c(n1c1ccccc41)C32
443971,4075.0,Nc1ccc(C(=O)NCC(=O)[O-])cc1.[Na+]
443983,57.0,CN(CC(=O)[NH+]1CCOCC1)Cc1c(Cl)cccc1NC(=O)c1ccccc1.[Cl-]
443984,6000.0,CC1(C)SC2C(NC(=O)C(c3ccccc3)S(=O)(=O)[O-])C(=O)N2C1C(=O)[O-].[Na+].[Na+]
444000,208.0,CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2OP(=O)([O-])[O-].[Na+].[Na+]
444005,45.0,COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1.Cl
444020,6300.0,OCC(CO)NC1CC(O)(CO)C(O)C(O)C1O
444028,6.1000000000000005,C=CC1(C)CC(=O)C2(O)C(C)(O1)C(OC(C)=O)C(OC(=O)CCN(C)C)C1C(C)(C)CCC(O)C12C.Cl
444034,91.0,CC(C)C1(NC(=O)C2CC3c4cccc5[nH]cc(c45)CC3N(C)C2)OC2(O)C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O.CS(=O)(=O)O
444041,1008.0,OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC1C(O)C2O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O
444795,75.0,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O
444913,788.0,OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC1C(O)C2O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O
445639,2.4,CCCCCCCCC=CCCCCCCCC(=O)O
446220,17.5,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C
446541,450.0,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2
446569,1000.0,CSCCC(NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O
446596,1310.0,CC(=CC(=O)OCCCCCCCCC(=O)O)CC1OCC(CC2OC2C(C)C(C)O)C(O)C1O
451415,25.71,CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC
451706,22.5,O=CC(NC(=O)N(CCCl)N=O)C(O)C(O)C(O)CO
452306,3410.0,CC(C)(CO)C(O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)C(O)C(C)(C)CO
453131,23.0,COc1cc2c(c(OC)c1OC)-c1ccc(O)c(=O)cc1C(N)CC2
457193,0.46,Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O
459260,365.0,Nc1ccc(OCC(O)CO)cc1
460612,4.1,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
470999,12.51,NCC1CCC(N)C(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)O1
493570,50.0,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C
516859,3.69,O=[V](=O)[O-].[NH4+]
517055,1714.0,O=C([O-])c1ccccc1.[Na+]
517232,39.0,NC(=O)[O-].[NH4+]
517273,35.0,O.O=[Al]O[Al]=O.O=[Si]=O
517304,35.0,CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1.CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1.O=S(=O)(O)CCS(=O)(=O)O
517441,2760.0,Nc1ccc(C(=O)[O-])cc1.[Na+]
519246,210.0,CCN=[N+]([O-])CC
519514,55.0,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1.Cl
519874,2812.0,CC1(C)CC(C(=O)O)C(C)(C)N1[O]
521951,52.0,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1.Cl
522251,3.0,CNC(=O)Oc1cc(C)c(C)cc1Cl
522325,2182.0,Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C.[Na+]
541384,860.0,CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)[O-])c1I.[Na+]
636362,3.08,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1ccccc1C3=O.Cl
636364,140.0,NCC1CCC(N)C(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)O1.O=S(=O)(O)O
636368,9.2,Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1.O=C(O)CC(=O)O
636396,141.0,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O.O=S(=O)(O)O
636407,82.0,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl
636408,5000.0,CNCC(O)C(O)C(O)C(O)CO.CNCC(O)C(O)C(O)C(O)CO.O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I
638026,97.0,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC=C(C)CC21
638678,514.0,NC(=O)C1CCCN1C(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1
638793,203.0,CC(C)CC(NC(=O)CNC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(N)=O
640429,25.0,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)[O-]
644073,31.0,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5
656580,1720.0,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1
656583,102.0,CC12CCC3C(CCC45OC4C(O)=C(C#N)CC35C)C1CCC2O
656592,21.0,CCCCOc1ccc(C[N+]2(C)C3CCC2CC(OC(=O)C(CO)c2ccccc2)C3)cc1.[Br-]
656602,12.5,C[N+]1(CCF)C2CCC1CC(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2.[Br-]
656604,1006.0,CC(C)(S)C(=O)NC(CS)C(=O)O
656630,16.5,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O
656634,164.0,COc1cc(CC2NCCc3cc(O)c(O)cc32)cc(OC)c1OC.Cl
656642,10500.0,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I.CNCC(O)C(O)C(O)C(O)CO
656643,1710.0,COc1cc([N-]S(=O)(=O)c2ccc(N)cc2)ncn1.[Na+]
656644,3.03,NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)C(NC(=O)C(c4ccccc4)S(=O)(=O)[O-])C3SC2)cc1.[Na+]
656645,580.0,NC(=O)C1CCCN1C(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1.O=C(O)C(O)C(O)C(=O)O
656655,1370.0,OC(CBr)C(O)C(O)C(O)CBr
